,Tweet ID, Author_Role, Bullying_Traces?, Emotion, Form, Teasing?, Type, User ID,Text
59,107908952955695104,bully,y,none,other,y,denial,18771753,@roossc @staresinka yes yes...we don't bully you! :D
60,106164308702019584,,n,,,,,35403188,I'm bout to spark my j fuck crying I'm over the bull shit
61,106364589201035265,bully,y,none,other,y,denial,73469286,@IzzyLloydCarter LOOL! Bullying? You? Nahhh never thaaaat *hugs*
62,103016455318151168,,n,,,,,159342626,
63,106377246180257792,,n,,,,,228921229,@SabioBrasileiro só se for bullying com o gay.
64,106491118262292480,,n,,,,,83466342,"""Não é bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais."""
65,106672039221395457,,n,,,,,141326046,@louloubell1985 try telling parent and gparents that. Some of it is shameless and amounts to bullying. How great were their grades tho? X
66,106128554575659008,,n,,,,,161338465,"@julliemc coitado nada, ele faz bulling comigo só pq eu sou gaúcha, éé"
67,101343590025924609,,n,,,,,59349463,"Every 7 seconds a child is bullied, humiliated or neglected. The time it took yu to read this is one child right there. Make it better. #bap"
68,103595004844457985,,n,,,,,56534047,Vai começar  o bullying na minha time line? Kkkkkk
69,104271144038834176,,n,,,,,282572642,Check out resources from YWVCA's Family Violence Prevention Project. Info on bullying & teen dating violence prevention http://ow.ly/66Or6
70,105495146950426624,,n,,,,,124492017,
71,106026864312729603,,n,,,,,191378304,Suicide is the 3rd leading cause of death of kids our age. Stop bullying & judging. Love everyone & you will learn to love yourself.
72,107657262524403712,,n,,,,,125637974,@risqiaditya ah emang si @faricasukma korban bully lo ca! Bully dasar lo! Haha
73,101425422545334274,,n,,,,,111442360,Parando pra pensar aqui: hoje em dia tudo é bullying.
74,102828729952256000,accuser,y,none,other,n,accusation,247547872,"@heeberstein omg lol, ur the ultimate bully! WHATASTACKALACKALACK"
75,103777635817095169,,n,,,,,291029247,"@DemiIsUnbroken_ TROL IS BULLYING ME??! well, not really bullying she is just calling me a bitch :o ;D but its nothing bad, i can handle her"
76,103875843826270209,defender,y,none,other,n,self-disclosure,29861163,"@DonyaFox i think you're beautiful, and who ever is bullying you, is just jealous of how your life is turning out great :)"
77,104282328095928320,victim,y,none,other,n,self-disclosure,349421164,@sarahhamill_  cuz they get bullied more than me and i dont think its right1 so we r rebelling against those 'popular kids'
78,104935342452387840,,n,,,,,95420546,
79,106044370339381250,,n,,,,,345914662,
80,108678029466796032,victim,y,none,other,n,self-disclosure,313413996,@KiidSMASHH your a bully to me :c ;b
81,108933271613739009,,n,,,,,107790646,
82,109022686549782529,,n,,,,,159984082,vou sofrer bullying
83,101567910874587137,,n,,,,,124296515,Cynthia I Was Tryna Give You Some Play But You Was Bulling.
84,101746047705026560,,n,,,,,292554147,
85,103711344120967168,,n,,,,,97318237,"#OnlyRealJamaicans eat ""bully beef"" outside fi avoid di gingi fly dem frm entering dem house"
86,103851263485153280,,n,,,,,179223007,"Gearing up for school?! Add our new book, ""Transforming School Climate and Learning; Beyond Bullying and... http://t.co/CH20g3k"
87,108735380878135296,victim,y,none,other,n,self-disclosure,364169904,
88,101705528106954752,,n,,,,,342921402,"Se você tem problemas com bullying, compre um cafeteira."
89,103346128505942016,bully,y,none,other,n,denial,256680534,
90,104098647993630720,,n,,,,,226825150,
91,106025332175405056,,n,,,,,138343652,Jadi aja di-bully (lagi) gara-gara 'Korea' (??_??)
92,102670977204363264,victim,y,none,other,n,self-disclosure,29719024,@CherryXMe fine! But can I please ask u and @grreeey to stop bullying me?! Ha! @dearnamay
93,103604477877170178,accuser,y,none,other,n,accusation,20372834,@superdanv88 Trying to bully users into buying on Vizlar is abusive! ;)
94,108226449869246465,,n,,,,,206660507,My VIV moment - an article on my anti-bully efforts. Please read and share! http://t.co/v3m8gpc /via @wordpressdotcom
95,101681307863625729,,n,,,,,28099080,
96,102639368392540160,,n,,,,,332164370,
97,104368321931132928,,n,,,,,103705400,"qualquer ofensa que falam na minha sala hoje, é bullying agora dsakraçrkaslkasçç~ç"
98,105801349412823040,,n,,,,,210640222,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/dw7yBIx
99,105810654706929664,,n,,,,,168294562,Frio é bullying contra os solteiros. http://t.co/wbKilKC
100,108122672407388160,,n,,,,,89389508,
101,108331154175827968,,n,,,,,35036883,@runlolarun I just get why 1 sort of bullying should be prioritized. Should the Mets only support 1 type of disease based charity too?
102,102195161202823168,,n,,,,,224270985,"Dou um empurrão em uma pessoa, isso se chama : - ? EU : Empurrão. ? ? SOCIEDADE : Bullying ! http://t.co/YoNg1jM"
103,102196648024879104,,n,,,,,23926035,"""@QuotesForGirlz: stop fucking bullying. #NOH8 every girls should see this---&gt; http://t.co/DHaFjfP"""
104,103825307127123968,,n,,,,,319712519,"Miranda e Nathan falam sobre Cyber Bullying confira no blog
http://t.co/OEztTK9"
105,105640478434799618,accuser,y,none,other,y,accusation,232988430,Happy Birthday Bully @itschrisbro_ :) .
106,105775633862361088,,n,,,,,62944177,Frio é bullying contra os solteiros! UHEUAEHAUEHUEH -q
107,105005132227424256,,n,,,,,11146522,
108,105125353072234496,,n,,,,,349681099,"Diprofam de Carabineros realizó capacitación dirigida a educadores, padres y apoderados en Arica http://t.co/t1VrILs #bullying"
109,107880840566022145,,n,,,,,331207064,
110,101976183503208449,,n,,,,,65022894,e essas meninas excluindo o @gcamacho_ #bullying kk
111,102108993798946816,,n,,,,,16932848,"There's never a wrong time to talk about bullying. The more we talk, the more we can work to put a stop to it. http://t.co/TWUmxr2"
112,106420102425083905,,n,,,,,87491378,
113,106727371721281536,reporter,y,none,other,n,report,292038716,
114,103514133839880192,,n,,,,,312764725,"STARVE a bully, FEED your soul ?- @VinCastronovo x"
115,107733463779643393,reporter,y,none,other,n,report,134365515,
116,107891753960484864,victim,y,none,other,y,self-disclosure,49714010,@Megan_BelleAmie yeah!:) esther and soph were bullying me but its all good;) wish you could have too! We're seeing them thursday though :D ?
117,100316884754378753,,n,,,,,178920536,"Dou um empurrão em uma pessoa, isso se chama : - ? EU : empurrão. ? ? SOCIEDADE : bullying ! http://tumblr.com/xqe3ygygsa"
118,102599532310827009,bully,y,none,physical,n,self-disclosure,285607053,
119,103508209867833344,,n,,,,,84450267,"@mr_roboboto Sus galing mo nga, haha ang fierce maglaro akala mo nangbu-bully lang e haha!"
120,103886797779632129,,n,,,,,26131488,
121,104110480070684673,reporter,y,none,other,n,report,232462838,if I was those babies id fuck angelica up . shes a bully !
122,106458754421227520,,n,,,,,284134143,Bullying http://t.co/sbHjDUt via @youtube
123,108971160292700161,,n,,,,,127232412,"Read my response to ""Você já sofreu bullying?"": http://t.co/r2waMrh"
124,103885512095432704,,n,,,,,221800773,
125,104387254595756032,reporter,y,none,other,n,report,234221061,
126,108466243933179904,,n,,,,,94167018,Todo mundo escurando #Elo da @MROFICIAL e eu não?isso é bullying
127,102424245925183488,accuser,y,none,other,n,accusation,69007353,@KMFMelvin @kerryyyyyyyyy @jolenees why exactly do u have his slipper o.o U bully ppl till take their slipper o.o
128,105395797566291968,,n,,,,,5391432,
129,105797184804487169,,n,,,,,75161421,PAOLA FAZENDO BULLYING COM GAYS!!!!!!!!! DENUNCIEM
130,106597935994765312,,n,,,,,307749960,21-Day Put/Call/Bull-Bear Spread...Short-Term Rally...... http://t.co/GtUE7Wp
131,108041902087090176,victim,y,none,other,y,self-disclosure,358984732,
132,100269460027478016,,n,,,,,174389599,To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/xke3yckurv
133,101369451701747712,,n,,,,,191199208,"Tudo hoje em dia é Bullying, se eu soltar um peido vai ser Bullying com o meu cú? Me poupem."
134,104241353621377026,,n,,,,,136726463,Check this video out -- Jessica Jarrell Bullying http://t.co/4YUsBb2 via @youtube .
135,107615527404441600,,n,,,,,20593190,Manifestação na Avenida Paulista chama atenção contra o bullying e a violência infantil | Agencia Brasil: El... http://t.co/D8zsl2G
136,105378285676019712,bully,y,none,cyberbullying,n,self-disclosure,298965255,SO NOW IM A CYBER BULLY?! THANKS ASH! THANKS SO MUCH! YOU JUST MADE ME FEEL A WHOLE LOT BETTER!
137,106462338651131904,victim,y,none,other,y,self-disclosure,294163824,
138,108159040068141056,victim,y,none,other,y,self-disclosure,329744044,@Solid_Dutchess @Da7thSavage @LoV3Ly3Yanya @TweetMe2Morraw man im fina get bullied the whole way there!!! Lol
139,108989146441322496,,n,,,,,200998708,"Read my response to ""Pass this on to ask your followers if you believe bullying is wrong. If not, then I feel sorr?"": http://t.co/9Fkixv0"
140,101763795063537664,,n,,,,,36995471,Best Bully Sticks Spotlight on a Breed: We Honor Maddie the American Eskimo: We always love getting emails from ... http://bit.ly/rlUS4m
141,102498426712895488,,n,,,,,16562933,Dharun Ravi wants the #TylerClementi case to be dismissed. http://t.co/2bleh1v #LGBT #Bullying #HateCrime
142,105354568552038400,,n,,,,,274750440,
143,106689928775204865,reporter,y,none,other,n,report,328308310,
144,101416473783840769,victim,y,none,other,n,self-disclosure,34749866,
145,103144006061539329,,n,,,,,88663957,
146,103426573360836608,,n,,,,,33798558,- The Great Earnings Yield Spread Divergence: The Bullish Case http://t.co/IPMFRjh
147,103943512516608001,,n,,,,,103982951,Não é bullying se a pessoa for gorda.
148,109068394862616576,,n,,,,,131208117,
149,106869802148179968,,n,,,,,112007005,Reblog if you are against bullying - ? this must have more notes http://t.co/akcxkAg
150,100386608813047808,,n,,,,,144042162,Sacanear Botafoguense é Bullying e eles choram de verdade.
151,101380328328933376,,n,,,,,242107454,@tracyhdez no soy fan fan jaja ndams una que otra cancion:p pero ahorita estaba viendo el bullying a dannapaola y me puse a ver sus videos:p
152,108025123784769537,reporter,y,none,other,n,report,283565564,@ambereenakhtar theyre bullying him xD
153,108334694529122304,,n,,,,,81366171,"VEI ,  eu sofro bullying ate no site do marista ou eu sou uma jumenta mesmo que nao consego mecher neste disgrota ?"
154,109068227686051840,,n,,,,,258106290,?@GetDirtyDoWorkk: Rt if you believe bullying is wrong and everyone needs a reality check of how much it really can tear someones life apart
155,104228456711208961,,n,,,,,81930646,Bulling has to stop &gt;-----&lt; it start wit u and u and i mean u ------&gt;
156,106176899285389313,,n,,,,,168851575,Criança de 13 anos suicidou-se vítima de bullying! @kilberAlves
157,108964372403077120,,n,,,,,112875891,
158,100641329842884609,,n,,,,,207665477,"COMADT: Nívea Soares, Soraya Moraes, Livres para adorar, Thales Roberto......
CONADET: Disco praise
ISSO É BULLYING! kkkkkkkkk"
159,105228728904318976,,n,,,,,268528143,@verrelrivaldi @Prisil_prisil apaan coba ktnya males log in twitter makanya kita bully *ketauan
160,106687829253427201,,n,,,,,333884559,ACHEI UM TEMA o/ bullying contra casais homossexuais na escola! hihi *-------------*
161,109064251284533248,,n,,,,,358338180,
162,101468072405241856,,n,,,,,311676201,
163,102142103747964928,,n,,,,,338830009,
164,106834511123324928,,n,,,,,108954526,El bulling a @ilatorre en 3... 2... 1... Jajajajajajaja
165,102340674116001792,,n,,,,,75077357,"@Cristianoles la propia @Feuc cuando publica noticias de carreras en paro, dice #ahoraletocaalaPUC... el bullying funcionó =P"
166,102907536474259458,bully,y,none,other,y,self-disclosure,300255709,@Trevaun_S this kids a boss. I'll bully u if I feel like it. as a boss I can do #whateverilike but I won't bully @Erica_Ballott shes cool :P
167,104275363860975616,defender,y,none,other,n,self-disclosure,172846651,@toriwillkillu  dont bully my bf...
168,105742867481362432,victim,y,none,other,n,self-disclosure,328890480,
169,107392365089660929,,n,,,,,279836576,@SayAnythingxo haha im against bullying.... people have enough problems without it.. but sometimes u need to put your two cents in no need
170,108678643043147776,victim,y,none,cyberbullying,n,self-disclosure,71343944,
171,101662239802654721,,n,,,,,85051703,"Rebecca Black Left School Because of Bullying: 
        
      by Billboard Staff | August 11, 2011 9:33 EDT You... http://bit.ly/p9WGvX"
172,102065107072319489,,n,,,,,348279936,"How to Prevent Bullying, Cyber Threats: School is back in session soon, and some kids are not looking forward to... http://t.co/SJa7ENH"
173,105371945578663936,reporter,y,none,other,n,report,24914897,"is a glockenspiel player, a bottle with a message, a bunch of fish, an average father, a wave, a bully, a thirsty appl?http://t.co/CiJm0SZ"
174,108168864499642368,,n,,,,,35911903,
175,101661639673257984,,n,,,,,271241518,Adolescente diz que apanha de \ncinco colegas há sete meses em MS: Estudante diz ser vítima de bullying e que ch... http://glo.bo/pd2hlH
176,101736990483038209,reporter,y,none,other,n,report,15506828,Rebecca Black drops out of high school b/c of bullying. #lordylordy http://read.bi/qm3EQ4
177,101812765911556097,,n,,,,,80096736,
178,103098735277522944,,n,,,,,304680386,
179,103246972865097728,reporter,y,none,other,n,report,26885113,"A bullied kid ""so imma dust my shirt and pull my pants coz I better look good if this my chance"" #JobsDrakeHadBeforeBecomingARapper"
180,103316337501278208,reporter,y,none,other,n,report,329406891,
181,106815502101381121,,n,,,,,123522031,Siapa bagus di bully ini subuh ??
182,108932215504769024,bully,y,none,other,n,self-disclosure,186835477,I still remembered how much i bullied him. Nyehehe
183,104290670839209984,,n,,,,,195278976,News: 2011 Hibiscus Festival to highlight bullying: Physical and sexual abuse along with bullying in s... http://t.co/mTUkpkT #vodafone
184,106639496086433793,accuser,y,none,other,n,accusation,61698247,
185,108321760822304768,reporter,y,none,other,n,report,328914533,
186,101650597543018496,,n,,,,,149378199,
187,102276232586067968,,n,,,,,116741207,#digitalmusic Rebecca Black Quits Middle School After Bullying (Mashable) http://t.co/PZAcocf
188,107572658647990272,,n,,,,,21425045,"@ArrghPaine For what causes? ""Tell them to compromise""? We clearly have different definitions of the bully pulpit. :-)"
189,108900698422382592,reporter,y,none,other,n,report,26406568,
190,103313716610732033,,n,,,,,74382954,
191,106373230092230657,,n,,,,,311465789,
192,101032049669980160,,n,,,,,55255257,O @chicow45 ta durmindo e eu to aqui fazendo bullying com a irmã dele
193,105031903744245760,,n,,,,,244618719,
194,105297742284333056,,n,,,,,67629693,"@om_hoho Haha, gak Mbak @nen_nniiii kita udah kenal lebih dari 10 tahun, jadi semakin banyaknya bully itu bukti care-nya mas Moho' ya kan?"
195,107665083278163969,reporter,y,none,other,n,report,264907482,@reptheport what havn't you done ? youur always mean ! DillyBoo is a big ol ' bully : (
196,101404127342501890,,n,,,,,146833137,Bully-Ridden Schools Have Lower Test Scores: Bullying in hallways and locker rooms is linked to lower test score... http://bit.ly/mYYSio
197,104315699144568832,reporter,y,none,other,n,report,354681337,
198,105299322157006848,reporter,y,none,other,n,report,62154207,
199,106557851929026561,,n,,,,,169334267,
200,107258336080166913,,n,,,,,17516231,Every time I go into my inventory it seems I have under 20 bullets total spread across 4 guns. #DXHR
201,100136931568009216,,n,,,,,109308508,How being bullied can damage your confidence http://dld.bz/5U8W
202,103022149308121088,reporter,y,none,other,n,report,183457632,@JakethebakerBB I said because he was bullied but he was bullied after he started cutting himself of that reason whic I will only say in dm
203,101503393595523072,,n,,,,,243973877,El video nuevo de @bullysteria  me hizo poner mi piel chinita!! amo mucho esta estapa artistica de bully :D sige asi bully ;) &lt;3
204,104359035372978176,,n,,,,,151568188,
205,105290155484659712,,n,,,,,299158772,
206,105474946658091008,,n,,,,,233807306,I TELL YOU WHAT LET NIGGAS GET ON THEY BULLY & IT INCLUDE ME ..
207,102995349924360192,,n,,,,,255611135,
208,106016447364464640,reporter,y,none,other,n,report,299148105,"@L_Jiawei WTF? Where got pole name like that one? No la,you don't anyhow thing. That day all bully one handicap. Noob"
209,106139116806221824,,n,,,,,195830678,quanto bullying nessas amizades
210,106548530063212544,victim,y,none,other,y,self-disclosure,106819519,"@MrMapkwest I feel like you are and I kinda like it ... Lol just don't bully my 4""11 cause I jump high I'll gut punch u !! Lmao"
211,107082073260560385,,n,,,,,52553183,Ate as minhas notas fazem bulling comigo haha
212,107751615536181248,reporter,y,none,other,n,report,351157359,@leegiles81 is it true when you said you really fancied a kebab you got bullied into sheppards pie? #walkover @MichaelGiles
213,100585881798320128,,n,,,,,267324056,Nuff Bully Vans On Mare Street Strip! ...
214,102418047993774081,bully,y,none,other,n,self-disclosure,266962382,
215,104151588226080768,,n,,,,,241195085,
216,106025969302773761,,n,,,,,58794125,"Nao sei quem sofre mais bullying, se é o Nathanael ou a professora de ingles."
217,108568032451903488,,n,,,,,66862900,"""Yo no puedo decir,me voy a ir de viaje,y tu(apuntando a un alumno) me lo vas a pagar de tu salario,eso es bulling weh!"" @frasesitesm (qro11"
218,104082067318513665,victim,y,none,other,n,self-disclosure,334808616,
219,104702500883529728,reporter,y,none,cyberbullying,n,report,115449216,Justin Bieber has been a victim of cyber bullying.
220,105828339926835200,,n,,,,,235242672,
221,105779408782110720,,n,,,,,290878886,
222,106819879901995008,,n,,,,,38315238,#nw bully beatdown !
223,104958837458612224,victim,y,anger,other,n,self-disclosure,37498415,@glaad your bullying apologize is not going to make me like you. I like my gay friends for who they are. Not because you make me. #fuckglaad
224,105802923174400000,,n,,,,,238144012,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/xH12i0K
225,106148617038999552,,n,,,,,17288326,Sofreu mais bullying que o Richarlyson.
226,107952364568326144,reporter,y,none,physical,n,report,76626776,Sir Alex Ferguson?s men used to bully Wenger?s physically; now they bully them with the ball - @henrywinter
227,104369938017419265,,n,,,,,184223814,@beetssyy ayy no its not bully! :p
228,105047549328637953,reporter,y,none,other,n,report,346126270,YO BD IS A BULLY..LOL
229,105442302847238144,defender,y,none,other,n,self-disclosure,338006966,
230,102125204947468288,,n,,,,,139244096,#ebz Oh gather round me bully boys  And I'll zing you a zong  Of the windless waveless sunless Ze... http://t.co/QPBZkdB
231,108213684840579072,,n,,,,,331215435,Bullying Chinese editorial certain to start off relationship with new Japanese PM Noda on wrong foot.   http://j.mp/ofE4hk
232,102228922984439808,,n,,,,,120307232,mi correo me hace bullying.
233,106446404502831104,accuser,y,none,other,n,accusation,143271022,"I haven't done anything bad!:p @isabelmariee, karma will hunt YOU, for been a bully"
234,107251479236194305,bully,y,none,other,n,self-disclosure,100756094,
235,100436723741372416,victim,y,none,other,n,self-disclosure,342083395,
236,101767351455842304,victim,y,none,other,n,self-disclosure,108697092,This is what happens when you bully me... #karma http://yfrog.com/gybqalatj
237,103338184993275905,,n,,,,,311372388,
238,105977319037992960,reporter,y,none,other,n,report,88540062,Y @RickeySmiley going in on Tami  bulling Meeka lmaooooo
239,106477951838720000,accuser,y,none,other,n,accusation,316122982,
240,105175877293309952,,n,,,,,32490098,
241,107048899721695232,reporter,y,none,other,n,report,232853192,
242,107174148144500736,reporter,y,none,other,n,report,240478863,
243,101015852110983168,,n,,,,,48734856,No to Bullying at GB! http://youtu.be/wY7Gvq0P4hc http://fb.me/18v13yW9d
244,101393050491822080,reporter,y,none,other,n,report,30122900,"@Siriusjay Great Job not backing down to a 50 year old bully! He came across as vain,small, egomaniacal and thin skinned. Kudos."
245,101498575942451200,,n,,,,,64751447,"Jessie J dá baile no bullying em novo clipe ""Who's Laughing Now"" ~ Parada Colorida http://t.co/PfZfjOU via @debby_vargas"
246,105014949075632128,bully,y,none,other,y,self-disclosure,118761272,@levonsixD I did ' I was like omg lev is lifesize there ;) jokes I am sorry for all the bullying of you I am doing today....
247,105487773884096512,,n,,,,,197311530,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/1DkKnHY
248,106416643919450112,reporter,y,none,other,n,report,254008624,
249,106496230930137088,,n,,,,,56353111,"É fuleiragem e ""donzelice"", acho que @angelobmb vai dizer até que é bullying... Mas... Você fuma?? http://t.co/KcpFx7o"
250,107543581136392192,,n,,,,,207171517,
251,108806690861883392,,n,,,,,75468503,"New Jersey Schools to have US toughest anti-bullying laws - 18 pages of requirements, and league tables : http://t.co/MAdEo9b #edchat #edlaw"
252,105805359637217280,,n,,,,,218709570,
253,107482649341337601,,n,,,,,80452308,"@Baaatista @brunorossin A @Chi_rangel tá me pentelhando mesmo. Isso é bullying, chama a polícia."
254,109118374499467264,,n,,,,,240362402,I've never seen a bully take someone's lunch money like in the old movies and television shows!
255,101329858935791617,,n,,,,,207734575,"#ScaryMovieRulesToLiveBy don't bully the socially awkward kids, trust me his bullying comes with a few bullet shells ."
256,101370712534695936,,n,,,,,266812560,
257,103247193372246016,,n,,,,,84843082,''sou bipolar'' .. ''sofro bullying'' eu mato quem falar isso pra mim.
258,105901223093350400,,n,,,,,117683801,"Check out Blood and Lace. ""@AwesomeBMovies_: Wes Craven named Freddy Krueger after a boy who bullied him in school. #FilmFacts #Horror"""
259,101360245317713920,,n,,,,,313799471,#Bullies When Bullies Attack What does your child do when every http://t.co/rvbV5NG
260,105274312742805504,,n,,,,,203913010,@melnitnot mana si @Aditya_Riza ya? bully time :D
261,106146977309396992,,n,,,,,277743161,
262,106860947045486593,,n,,,,,317624044,Been watching bully beatdown allday. lol
263,107092993474969600,,n,,,,,342269140,Justiça Estadual informa que bullying escolar será caso de Polícia em Cuiabá http://t.co/66xzSz8
264,109014282573844480,,n,,,,,209780695,"""I want to help with bullying because there are girls who cant just up and home-school and focus on their career."" - Demi."
265,109020393356001280,,n,,,,,278719347,
266,100383730178326528,,n,,,,,43936460,Silvio Santos praticando bullying com as gordinhas. Tem como não amar? #PSS
267,101325831321829376,,n,,,,,352108205,
268,101689568583090176,,n,,,,,217215448,Rebecca Black Leaves School After Bullying: 'Friday' sensation will now be home-schooled by her? http://goo.gl/o48Im
269,103435866831204352,victim,y,none,other,n,self-disclosure,54939479,@DarkAngelD I got picked on in HS. People will bully others for absolutely any reason!
270,103595962785742848,,n,,,,,53787245,"sofro bullying por ter dois dentes a menos, vdd  ):"
271,104092681898164224,,n,,,,,40410374,
272,105616635267784704,defender,y,none,other,n,self-disclosure,160592880,
