Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion,Text
102828729952256000,247547872,y,accusation,other,n,accuser,none,"@heeberstein omg lol, ur the ultimate bully! WHATASTACKALACKALACK"
103777635817095169,291029247,n,,,,,,"@DemiIsUnbroken_ TROL IS BULLYING ME??! well, not really bullying she is just calling me a bitch :o ;D but its nothing bad, i can handle her"
103875843826270209,29861163,y,self-disclosure,other,n,defender,none,"@DonyaFox i think you're beautiful, and who ever is bullying you, is just jealous of how your life is turning out great :)"
104282328095928320,349421164,y,self-disclosure,other,n,victim,none,@sarahhamill_  cuz they get bullied more than me and i dont think its right1 so we r rebelling against those 'popular kids'
104935342452387840,95420546,n,,,,,,
106044370339381250,345914662,n,,,,,,
108678029466796032,313413996,y,self-disclosure,other,n,victim,none,@KiidSMASHH your a bully to me :c ;b
108933271613739009,107790646,n,,,,,,
109022686549782529,159984082,n,,,,,,vou sofrer bullying
101567910874587137,124296515,n,,,,,,Cynthia I Was Tryna Give You Some Play But You Was Bulling.
101746047705026560,292554147,n,,,,,,
103711344120967168,97318237,n,,,,,,"#OnlyRealJamaicans eat ""bully beef"" outside fi avoid di gingi fly dem frm entering dem house"
103851263485153280,179223007,n,,,,,,"Gearing up for school?! Add our new book, ""Transforming School Climate and Learning; Beyond Bullying and... http://t.co/CH20g3k"
108735380878135296,364169904,y,self-disclosure,other,n,victim,none,
101705528106954752,342921402,n,,,,,,"Se você tem problemas com bullying, compre um cafeteira."
103346128505942016,256680534,y,denial,other,n,bully,none,
104098647993630720,226825150,n,,,,,,
106025332175405056,138343652,n,,,,,,Jadi aja di-bully (lagi) gara-gara 'Korea' (??_??)
102670977204363264,29719024,y,self-disclosure,other,n,victim,none,@CherryXMe fine! But can I please ask u and @grreeey to stop bullying me?! Ha! @dearnamay
103604477877170178,20372834,y,accusation,other,n,accuser,none,@superdanv88 Trying to bully users into buying on Vizlar is abusive! ;)
108226449869246465,206660507,n,,,,,,My VIV moment - an article on my anti-bully efforts. Please read and share! http://t.co/v3m8gpc /via @wordpressdotcom
101681307863625729,28099080,n,,,,,,
102639368392540160,332164370,n,,,,,,
104368321931132928,103705400,n,,,,,,"qualquer ofensa que falam na minha sala hoje, é bullying agora dsakraçrkaslkasçç~ç"
105801349412823040,210640222,n,,,,,,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/dw7yBIx
105810654706929664,168294562,n,,,,,,Frio é bullying contra os solteiros. http://t.co/wbKilKC
108122672407388160,89389508,n,,,,,,
108331154175827968,35036883,n,,,,,,@runlolarun I just get why 1 sort of bullying should be prioritized. Should the Mets only support 1 type of disease based charity too?
102195161202823168,224270985,n,,,,,,"Dou um empurrão em uma pessoa, isso se chama : - ? EU : Empurrão. ? ? SOCIEDADE : Bullying ! http://t.co/YoNg1jM"
102196648024879104,23926035,n,,,,,,"""@QuotesForGirlz: stop fucking bullying. #NOH8 every girls should see this---&gt; http://t.co/DHaFjfP"""
103825307127123968,319712519,n,,,,,,"Miranda e Nathan falam sobre Cyber Bullying confira no blog
http://t.co/OEztTK9"
105640478434799618,232988430,y,accusation,other,y,accuser,none,Happy Birthday Bully @itschrisbro_ :) .
105775633862361088,62944177,n,,,,,,Frio é bullying contra os solteiros! UHEUAEHAUEHUEH -q
105005132227424256,11146522,n,,,,,,
105125353072234496,349681099,n,,,,,,"Diprofam de Carabineros realizó capacitación dirigida a educadores, padres y apoderados en Arica http://t.co/t1VrILs #bullying"
107880840566022145,331207064,n,,,,,,
101976183503208449,65022894,n,,,,,,e essas meninas excluindo o @gcamacho_ #bullying kk
102108993798946816,16932848,n,,,,,,"There's never a wrong time to talk about bullying. The more we talk, the more we can work to put a stop to it. http://t.co/TWUmxr2"
106420102425083905,87491378,n,,,,,,
106727371721281536,292038716,y,report,other,n,reporter,none,
103514133839880192,312764725,n,,,,,,"STARVE a bully, FEED your soul ?- @VinCastronovo x"
107733463779643393,134365515,y,report,other,n,reporter,none,
107891753960484864,49714010,y,self-disclosure,other,y,victim,none,@Megan_BelleAmie yeah!:) esther and soph were bullying me but its all good;) wish you could have too! We're seeing them thursday though :D ?
100316884754378753,178920536,n,,,,,,"Dou um empurrão em uma pessoa, isso se chama : - ? EU : empurrão. ? ? SOCIEDADE : bullying ! http://tumblr.com/xqe3ygygsa"
102599532310827009,285607053,y,self-disclosure,physical,n,bully,none,
103508209867833344,84450267,n,,,,,,"@mr_roboboto Sus galing mo nga, haha ang fierce maglaro akala mo nangbu-bully lang e haha!"
103886797779632129,26131488,n,,,,,,
104110480070684673,232462838,y,report,other,n,reporter,none,if I was those babies id fuck angelica up . shes a bully !
106458754421227520,284134143,n,,,,,,Bullying http://t.co/sbHjDUt via @youtube
108971160292700161,127232412,n,,,,,,"Read my response to ""Você já sofreu bullying?"": http://t.co/r2waMrh"
103885512095432704,221800773,n,,,,,,
104387254595756032,234221061,y,report,other,n,reporter,none,
108466243933179904,94167018,n,,,,,,Todo mundo escurando #Elo da @MROFICIAL e eu não?isso é bullying
102424245925183488,69007353,y,accusation,other,n,accuser,none,@KMFMelvin @kerryyyyyyyyy @jolenees why exactly do u have his slipper o.o U bully ppl till take their slipper o.o
105395797566291968,5391432,n,,,,,,
105797184804487169,75161421,n,,,,,,PAOLA FAZENDO BULLYING COM GAYS!!!!!!!!! DENUNCIEM
106597935994765312,307749960,n,,,,,,21-Day Put/Call/Bull-Bear Spread...Short-Term Rally...... http://t.co/GtUE7Wp
108041902087090176,358984732,y,self-disclosure,other,y,victim,none,
100269460027478016,174389599,n,,,,,,To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/xke3yckurv
101369451701747712,191199208,n,,,,,,"Tudo hoje em dia é Bullying, se eu soltar um peido vai ser Bullying com o meu cú? Me poupem."
104241353621377026,136726463,n,,,,,,Check this video out -- Jessica Jarrell Bullying http://t.co/4YUsBb2 via @youtube .
107615527404441600,20593190,n,,,,,,Manifestação na Avenida Paulista chama atenção contra o bullying e a violência infantil | Agencia Brasil: El... http://t.co/D8zsl2G
105378285676019712,298965255,y,self-disclosure,cyberbullying,n,bully,none,SO NOW IM A CYBER BULLY?! THANKS ASH! THANKS SO MUCH! YOU JUST MADE ME FEEL A WHOLE LOT BETTER!
106462338651131904,294163824,y,self-disclosure,other,y,victim,none,
108159040068141056,329744044,y,self-disclosure,other,y,victim,none,@Solid_Dutchess @Da7thSavage @LoV3Ly3Yanya @TweetMe2Morraw man im fina get bullied the whole way there!!! Lol
108989146441322496,200998708,n,,,,,,"Read my response to ""Pass this on to ask your followers if you believe bullying is wrong. If not, then I feel sorr?"": http://t.co/9Fkixv0"
101763795063537664,36995471,n,,,,,,Best Bully Sticks Spotlight on a Breed: We Honor Maddie the American Eskimo: We always love getting emails from ... http://bit.ly/rlUS4m
102498426712895488,16562933,n,,,,,,Dharun Ravi wants the #TylerClementi case to be dismissed. http://t.co/2bleh1v #LGBT #Bullying #HateCrime
105354568552038400,274750440,n,,,,,,
106689928775204865,328308310,y,report,other,n,reporter,none,
101416473783840769,34749866,y,self-disclosure,other,n,victim,none,
103144006061539329,88663957,n,,,,,,
103426573360836608,33798558,n,,,,,,- The Great Earnings Yield Spread Divergence: The Bullish Case http://t.co/IPMFRjh
103943512516608001,103982951,n,,,,,,Não é bullying se a pessoa for gorda.
109068394862616576,131208117,n,,,,,,
106869802148179968,112007005,n,,,,,,Reblog if you are against bullying - ? this must have more notes http://t.co/akcxkAg
100386608813047808,144042162,n,,,,,,Sacanear Botafoguense é Bullying e eles choram de verdade.
101380328328933376,242107454,n,,,,,,@tracyhdez no soy fan fan jaja ndams una que otra cancion:p pero ahorita estaba viendo el bullying a dannapaola y me puse a ver sus videos:p
108025123784769537,283565564,y,report,other,n,reporter,none,@ambereenakhtar theyre bullying him xD
108334694529122304,81366171,n,,,,,,"VEI ,  eu sofro bullying ate no site do marista ou eu sou uma jumenta mesmo que nao consego mecher neste disgrota ?"
109068227686051840,258106290,n,,,,,,?@GetDirtyDoWorkk: Rt if you believe bullying is wrong and everyone needs a reality check of how much it really can tear someones life apart
104228456711208961,81930646,n,,,,,,Bulling has to stop &gt;-----&lt; it start wit u and u and i mean u ------&gt;
106176899285389313,168851575,n,,,,,,Criança de 13 anos suicidou-se vítima de bullying! @kilberAlves
108964372403077120,112875891,n,,,,,,
100641329842884609,207665477,n,,,,,,"COMADT: Nívea Soares, Soraya Moraes, Livres para adorar, Thales Roberto......
CONADET: Disco praise
ISSO É BULLYING! kkkkkkkkk"
105228728904318976,268528143,n,,,,,,@verrelrivaldi @Prisil_prisil apaan coba ktnya males log in twitter makanya kita bully *ketauan
106687829253427201,333884559,n,,,,,,ACHEI UM TEMA o/ bullying contra casais homossexuais na escola! hihi *-------------*
109064251284533248,358338180,n,,,,,,
101468072405241856,311676201,n,,,,,,
102142103747964928,338830009,n,,,,,,
106834511123324928,108954526,n,,,,,,El bulling a @ilatorre en 3... 2... 1... Jajajajajajaja
102340674116001792,75077357,n,,,,,,"@Cristianoles la propia @Feuc cuando publica noticias de carreras en paro, dice #ahoraletocaalaPUC... el bullying funcionó =P"
102907536474259458,300255709,y,self-disclosure,other,y,bully,none,@Trevaun_S this kids a boss. I'll bully u if I feel like it. as a boss I can do #whateverilike but I won't bully @Erica_Ballott shes cool :P
104275363860975616,172846651,y,self-disclosure,other,n,defender,none,@toriwillkillu  dont bully my bf...
105742867481362432,328890480,y,self-disclosure,other,n,victim,none,
107392365089660929,279836576,n,,,,,,@SayAnythingxo haha im against bullying.... people have enough problems without it.. but sometimes u need to put your two cents in no need
108678643043147776,71343944,y,self-disclosure,cyberbullying,n,victim,none,
101662239802654721,85051703,n,,,,,,"Rebecca Black Left School Because of Bullying: 
        
      by Billboard Staff | August 11, 2011 9:33 EDT You... http://bit.ly/p9WGvX"
102065107072319489,348279936,n,,,,,,"How to Prevent Bullying, Cyber Threats: School is back in session soon, and some kids are not looking forward to... http://t.co/SJa7ENH"
105371945578663936,24914897,y,report,other,n,reporter,none,"is a glockenspiel player, a bottle with a message, a bunch of fish, an average father, a wave, a bully, a thirsty appl?http://t.co/CiJm0SZ"
108168864499642368,35911903,n,,,,,,
101661639673257984,271241518,n,,,,,,Adolescente diz que apanha de \ncinco colegas há sete meses em MS: Estudante diz ser vítima de bullying e que ch... http://glo.bo/pd2hlH
101736990483038209,15506828,y,report,other,n,reporter,none,Rebecca Black drops out of high school b/c of bullying. #lordylordy http://read.bi/qm3EQ4
101812765911556097,80096736,n,,,,,,
103098735277522944,304680386,n,,,,,,
103246972865097728,26885113,y,report,other,n,reporter,none,"A bullied kid ""so imma dust my shirt and pull my pants coz I better look good if this my chance"" #JobsDrakeHadBeforeBecomingARapper"
103316337501278208,329406891,y,report,other,n,reporter,none,
106815502101381121,123522031,n,,,,,,Siapa bagus di bully ini subuh ??
108932215504769024,186835477,y,self-disclosure,other,n,bully,none,I still remembered how much i bullied him. Nyehehe
104290670839209984,195278976,n,,,,,,News: 2011 Hibiscus Festival to highlight bullying: Physical and sexual abuse along with bullying in s... http://t.co/mTUkpkT #vodafone
106639496086433793,61698247,y,accusation,other,n,accuser,none,
108321760822304768,328914533,y,report,other,n,reporter,none,
101650597543018496,149378199,n,,,,,,
102276232586067968,116741207,n,,,,,,#digitalmusic Rebecca Black Quits Middle School After Bullying (Mashable) http://t.co/PZAcocf
107572658647990272,21425045,n,,,,,,"@ArrghPaine For what causes? ""Tell them to compromise""? We clearly have different definitions of the bully pulpit. :-)"
108900698422382592,26406568,y,report,other,n,reporter,none,
103313716610732033,74382954,n,,,,,,
106373230092230657,311465789,n,,,,,,
101032049669980160,55255257,n,,,,,,O @chicow45 ta durmindo e eu to aqui fazendo bullying com a irmã dele
105031903744245760,244618719,n,,,,,,
105297742284333056,67629693,n,,,,,,"@om_hoho Haha, gak Mbak @nen_nniiii kita udah kenal lebih dari 10 tahun, jadi semakin banyaknya bully itu bukti care-nya mas Moho' ya kan?"
107665083278163969,264907482,y,report,other,n,reporter,none,@reptheport what havn't you done ? youur always mean ! DillyBoo is a big ol ' bully : (
101404127342501890,146833137,n,,,,,,Bully-Ridden Schools Have Lower Test Scores: Bullying in hallways and locker rooms is linked to lower test score... http://bit.ly/mYYSio
104315699144568832,354681337,y,report,other,n,reporter,none,
105299322157006848,62154207,y,report,other,n,reporter,none,
106557851929026561,169334267,n,,,,,,
107258336080166913,17516231,n,,,,,,Every time I go into my inventory it seems I have under 20 bullets total spread across 4 guns. #DXHR
100136931568009216,109308508,n,,,,,,How being bullied can damage your confidence http://dld.bz/5U8W
103022149308121088,183457632,y,report,other,n,reporter,none,@JakethebakerBB I said because he was bullied but he was bullied after he started cutting himself of that reason whic I will only say in dm
101503393595523072,243973877,n,,,,,,El video nuevo de @bullysteria  me hizo poner mi piel chinita!! amo mucho esta estapa artistica de bully :D sige asi bully ;) &lt;3
104359035372978176,151568188,n,,,,,,
105290155484659712,299158772,n,,,,,,
105474946658091008,233807306,n,,,,,,I TELL YOU WHAT LET NIGGAS GET ON THEY BULLY & IT INCLUDE ME ..
102995349924360192,255611135,n,,,,,,
106016447364464640,299148105,y,report,other,n,reporter,none,"@L_Jiawei WTF? Where got pole name like that one? No la,you don't anyhow thing. That day all bully one handicap. Noob"
106139116806221824,195830678,n,,,,,,quanto bullying nessas amizades
106548530063212544,106819519,y,self-disclosure,other,y,victim,none,"@MrMapkwest I feel like you are and I kinda like it ... Lol just don't bully my 4""11 cause I jump high I'll gut punch u !! Lmao"
107082073260560385,52553183,n,,,,,,Ate as minhas notas fazem bulling comigo haha
107751615536181248,351157359,y,report,other,n,reporter,none,@leegiles81 is it true when you said you really fancied a kebab you got bullied into sheppards pie? #walkover @MichaelGiles
100585881798320128,267324056,n,,,,,,Nuff Bully Vans On Mare Street Strip! ...
102418047993774081,266962382,y,self-disclosure,other,n,bully,none,
104151588226080768,241195085,n,,,,,,
106025969302773761,58794125,n,,,,,,"Nao sei quem sofre mais bullying, se é o Nathanael ou a professora de ingles."
108568032451903488,66862900,n,,,,,,"""Yo no puedo decir,me voy a ir de viaje,y tu(apuntando a un alumno) me lo vas a pagar de tu salario,eso es bulling weh!"" @frasesitesm (qro11"
104082067318513665,334808616,y,self-disclosure,other,n,victim,none,
104702500883529728,115449216,y,report,cyberbullying,n,reporter,none,Justin Bieber has been a victim of cyber bullying.
105828339926835200,235242672,n,,,,,,
105779408782110720,290878886,n,,,,,,
106819879901995008,38315238,n,,,,,,#nw bully beatdown !
104958837458612224,37498415,y,self-disclosure,other,n,victim,anger,@glaad your bullying apologize is not going to make me like you. I like my gay friends for who they are. Not because you make me. #fuckglaad
105802923174400000,238144012,n,,,,,,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/xH12i0K
106148617038999552,17288326,n,,,,,,Sofreu mais bullying que o Richarlyson.
107952364568326144,76626776,y,report,physical,n,reporter,none,Sir Alex Ferguson?s men used to bully Wenger?s physically; now they bully them with the ball - @henrywinter
104369938017419265,184223814,n,,,,,,@beetssyy ayy no its not bully! :p
105047549328637953,346126270,y,report,other,n,reporter,none,YO BD IS A BULLY..LOL
105442302847238144,338006966,y,self-disclosure,other,n,defender,none,
102125204947468288,139244096,n,,,,,,#ebz Oh gather round me bully boys  And I'll zing you a zong  Of the windless waveless sunless Ze... http://t.co/QPBZkdB
108213684840579072,331215435,n,,,,,,Bullying Chinese editorial certain to start off relationship with new Japanese PM Noda on wrong foot.   http://j.mp/ofE4hk
102228922984439808,120307232,n,,,,,,mi correo me hace bullying.
106446404502831104,143271022,y,accusation,other,n,accuser,none,"I haven't done anything bad!:p @isabelmariee, karma will hunt YOU, for been a bully"
107251479236194305,100756094,y,self-disclosure,other,n,bully,none,
100436723741372416,342083395,y,self-disclosure,other,n,victim,none,
101767351455842304,108697092,y,self-disclosure,other,n,victim,none,This is what happens when you bully me... #karma http://yfrog.com/gybqalatj
103338184993275905,311372388,n,,,,,,
105977319037992960,88540062,y,report,other,n,reporter,none,Y @RickeySmiley going in on Tami  bulling Meeka lmaooooo
106477951838720000,316122982,y,accusation,other,n,accuser,none,
105175877293309952,32490098,n,,,,,,
107048899721695232,232853192,y,report,other,n,reporter,none,
107174148144500736,240478863,y,report,other,n,reporter,none,
101015852110983168,48734856,n,,,,,,No to Bullying at GB! http://youtu.be/wY7Gvq0P4hc http://fb.me/18v13yW9d
101393050491822080,30122900,y,report,other,n,reporter,none,"@Siriusjay Great Job not backing down to a 50 year old bully! He came across as vain,small, egomaniacal and thin skinned. Kudos."
101498575942451200,64751447,n,,,,,,"Jessie J dá baile no bullying em novo clipe ""Who's Laughing Now"" ~ Parada Colorida http://t.co/PfZfjOU via @debby_vargas"
105014949075632128,118761272,y,self-disclosure,other,y,bully,none,@levonsixD I did ' I was like omg lev is lifesize there ;) jokes I am sorry for all the bullying of you I am doing today....
105487773884096512,197311530,n,,,,,,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/1DkKnHY
106416643919450112,254008624,y,report,other,n,reporter,none,
106496230930137088,56353111,n,,,,,,"É fuleiragem e ""donzelice"", acho que @angelobmb vai dizer até que é bullying... Mas... Você fuma?? http://t.co/KcpFx7o"
107543581136392192,207171517,n,,,,,,
108806690861883392,75468503,n,,,,,,"New Jersey Schools to have US toughest anti-bullying laws - 18 pages of requirements, and league tables : http://t.co/MAdEo9b #edchat #edlaw"
105805359637217280,218709570,n,,,,,,
107482649341337601,80452308,n,,,,,,"@Baaatista @brunorossin A @Chi_rangel tá me pentelhando mesmo. Isso é bullying, chama a polícia."
109118374499467264,240362402,n,,,,,,I've never seen a bully take someone's lunch money like in the old movies and television shows!
101329858935791617,207734575,n,,,,,,"#ScaryMovieRulesToLiveBy don't bully the socially awkward kids, trust me his bullying comes with a few bullet shells ."
101370712534695936,266812560,n,,,,,,
103247193372246016,84843082,n,,,,,,''sou bipolar'' .. ''sofro bullying'' eu mato quem falar isso pra mim.
105901223093350400,117683801,n,,,,,,"Check out Blood and Lace. ""@AwesomeBMovies_: Wes Craven named Freddy Krueger after a boy who bullied him in school. #FilmFacts #Horror"""
101360245317713920,313799471,n,,,,,,#Bullies When Bullies Attack What does your child do when every http://t.co/rvbV5NG
105274312742805504,203913010,n,,,,,,@melnitnot mana si @Aditya_Riza ya? bully time :D
106146977309396992,277743161,n,,,,,,
106860947045486593,317624044,n,,,,,,Been watching bully beatdown allday. lol
107092993474969600,342269140,n,,,,,,Justiça Estadual informa que bullying escolar será caso de Polícia em Cuiabá http://t.co/66xzSz8
109014282573844480,209780695,n,,,,,,"""I want to help with bullying because there are girls who cant just up and home-school and focus on their career."" - Demi."
109020393356001280,278719347,n,,,,,,
100383730178326528,43936460,n,,,,,,Silvio Santos praticando bullying com as gordinhas. Tem como não amar? #PSS
101325831321829376,352108205,n,,,,,,
101689568583090176,217215448,n,,,,,,Rebecca Black Leaves School After Bullying: 'Friday' sensation will now be home-schooled by her? http://goo.gl/o48Im
103435866831204352,54939479,y,self-disclosure,other,n,victim,none,@DarkAngelD I got picked on in HS. People will bully others for absolutely any reason!
103595962785742848,53787245,n,,,,,,"sofro bullying por ter dois dentes a menos, vdd  ):"
104092681898164224,40410374,n,,,,,,
105616635267784704,160592880,y,self-disclosure,other,n,defender,none,
107079253476126720,168811642,n,,,,,,As Real As It Gets: Bullying Victims Can Fight Back With Help From Brazilian Jiu-Jitsu Royalty http://t.co/sl71Cnx
108887910459248640,14652060,n,,,,,,"El pobre #maxsamid lo que debe tener e ansiedad con la presión de que salga, no ha nacido ya lo ta bullying :-s"
100140659188563968,76527358,y,self-disclosure,other,n,victim,none,INTRODUCING ME I love @justinbieber and @JackVidgen I am pretty average. I got bullied when I was younger but I'm usually happy well i try..
103280882433003520,348917621,y,self-disclosure,other,n,victim,none,
104046090483015682,355162514,n,,,,,,
105689676878327808,244173642,n,,,,,,
105973942795243520,141017239,n,,,,,,"Apa hbngannya??-_- ""@fintatuntenton: KAYAKNYA MANTEP NIH KAO BULLY @imposiblack SAMA @nathaprawira08 KAN SAMA2 SUKA SAMA MBA ALIA ;3 YAGAK?"
103153025471873025,267574545,y,accusation,other,n,accuser,none,
105775872631508992,277063840,n,,,,,,
106425164048236544,254698372,y,self-disclosure,other,n,defender,anger,@RavenDelMuerto about u being bullied: WHOS DOING IT??!! I WILL KICK THEIR ASSES WITH MY EMO BOOTZ! &gt;:P ur my gothic sister&lt;3
107780603197407232,266884070,n,,,,,,
